#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 03 09 06 50  38  1.2  2.3  0.01 99.00  7.75 999 1021.4  -2.6 999.0 999.0 99.0 99.00
2013 03 09 07 50  39  1.1  2.1  0.01 99.00  8.06 999 1021.0  -2.6 999.0 999.0 99.0 99.00
2013 03 09 08 50  35  1.0  2.2  0.01 99.00  7.54 999 1020.0  -2.4 999.0 999.0 99.0 99.00
2013 03 09 09 50  21  1.0  2.1  0.01 99.00  7.21 999 1019.4  -1.8 999.0 999.0 99.0 99.00
2013 03 09 10 50  45  1.7  3.5  0.01 99.00  6.66 999 1018.7  -1.3 999.0 999.0 99.0 99.00
2013 03 09 11 50  51  1.8  3.2  0.01 99.00  7.83 999 1018.2  -0.7 999.0 999.0 99.0 99.00
2013 03 09 12 50  53  2.4  4.3  0.01 99.00  7.87 999 1017.3  -0.3 999.0 999.0 99.0 99.00
2013 03 09 13 50  53  2.0  3.8 99.00 99.00 99.00 999 1016.7  -0.7 999.0 999.0 99.0 99.00
2013 03 09 14 50  57  2.3  4.8  0.01 99.00  7.54 999 1015.4  -0.7 999.0 999.0 99.0 99.00
2013 03 09 15 50  51  4.0  6.1  0.01 99.00  8.69 999 1014.2  -0.5 999.0 999.0 99.0 99.00
2013 03 09 16 50  52  2.0  3.7  0.01 99.00  7.28 999 1013.3  -0.1 999.0 999.0 99.0 99.00
2013 03 09 17 50  56  1.3  3.2  0.01 99.00  7.80 999 1012.9   0.0 999.0 999.0 99.0 99.00
2013 03 09 18 50  53  1.8  3.1  0.01 99.00  7.14 999 1011.9   0.2 999.0 999.0 99.0 99.00
2013 03 09 19 50  62  1.7  3.4  0.01 99.00  7.65 999 1010.9   0.1 999.0 999.0 99.0 99.00
2013 03 09 20 50  63  0.8  1.7  0.01 99.00  6.94 999 1010.3   0.1 999.0 999.0 99.0 99.00
2013 03 09 21 50  54  1.2  2.4  0.01 99.00  7.80 999 1009.4   0.0 999.0 999.0 99.0 99.00
2013 03 09 22 50  35  0.6  1.4 99.00 99.00 99.00 999 1008.8  -0.1 999.0 999.0 99.0 99.00
2013 03 09 23 50  29  0.8  1.8  0.01 99.00  8.10 999 1009.1  -0.1 999.0 999.0 99.0 99.00
2013 03 10 00 50 180  0.0  0.0  0.01 99.00  7.97 999 1008.9  -0.1 999.0 999.0 99.0 99.00
2013 03 10 01 50 180  0.0  0.0 99.00 99.00 99.00 999 1009.2  -0.1 999.0 999.0 99.0 99.00
2013 03 10 02 50 180  0.0  0.0  0.01 99.00  7.81 999 1009.2  -0.1 999.0 999.0 99.0 99.00
2013 03 10 03 50 180  0.0  0.0  0.01 99.00  7.38 999 1009.7  -0.1 999.0 999.0 99.0 99.00
2013 03 10 04 50 180  0.0  0.0  0.01 99.00  7.33 999 1009.7  -0.1 999.0 999.0 99.0 99.00
2013 03 10 05 50 180  0.0  0.0  0.01 99.00  6.98 999 1009.7  -0.1 999.0 999.0 99.0 99.00
2013 03 10 06 50 180  0.0  0.0  0.01 99.00  7.48 999 1010.2  -0.2 999.0 999.0 99.0 99.00
2013 03 10 07 50 180  0.0  0.0  0.01 99.00  7.79 999 1010.7   0.4 999.0 999.0 99.0 99.00
2013 03 10 08 50   7  1.3  5.4  0.01 99.00  8.00 999 1010.5   1.5 999.0 999.0 99.0 99.00
2013 03 10 09 50  33  1.5  4.1  0.01 99.00  7.68 999 1011.3   1.4 999.0 999.0 99.0 99.00
2013 03 10 10 50  31  0.8  2.3  0.01 99.00  6.63 999 1012.2   1.2 999.0 999.0 99.0 99.00
2013 03 10 11 50  33  1.0  3.2  0.01 99.00  8.10 999 1012.7   1.0 999.0 999.0 99.0 99.00
2013 03 10 12 50  10  2.4  4.7  0.01 99.00  8.37 999 1014.1   1.3 999.0 999.0 99.0 99.00
2013 03 10 13 50  12  2.7  5.9  0.01 99.00  7.79 999 1014.7   1.2 999.0 999.0 99.0 99.00
2013 03 10 14 50  10  2.1  4.3  0.01 99.00  7.99 999 1016.3   1.0 999.0 999.0 99.0 99.00
2013 03 10 15 50   8  4.1  6.9  0.01 99.00  7.13 999 1016.0   0.8 999.0 999.0 99.0 99.00
2013 03 10 16 50   9  3.5  5.8  0.01 99.00  7.72 999 1017.0   0.7 999.0 999.0 99.0 99.00
2013 03 10 17 50  13  1.9  3.4  0.01 99.00  8.59 999 1017.3   0.6 999.0 999.0 99.0 99.00
2013 03 10 18 50  12  3.5  5.8  0.01 99.00  8.59 999 1017.2   0.7 999.0 999.0 99.0 99.00
2013 03 10 19 50  11  4.6  6.8  0.01 99.00  7.68 999 1015.9   0.6 999.0 999.0 99.0 99.00
2013 03 10 20 50  22  3.3  5.5  0.01 99.00  6.73 999 1016.9   0.4 999.0 999.0 99.0 99.00
2013 03 10 21 50  10  4.5  6.5  0.01 99.00  8.15 999 1017.4   0.0 999.0 999.0 99.0 99.00
2013 03 10 22 50   5  5.0  8.3  0.01 99.00  8.75 999 1016.7  -0.5 999.0 999.0 99.0 99.00
2013 03 10 23 50  18  4.0  7.5  0.01 99.00  7.53 999 1017.0  -0.8 999.0 999.0 99.0 99.00
2013 03 11 00 50  22  2.9  5.2  0.01 99.00  7.13 999 1017.3  -1.3 999.0 999.0 99.0 99.00
2013 03 11 01 50  22  4.0  7.0  0.01 99.00  8.73 999 1016.8  -1.7 999.0 999.0 99.0 99.00
2013 03 11 02 50  13  4.5  6.9  0.01 99.00  8.43 999 1017.4  -2.0 999.0 999.0 99.0 99.00
2013 03 11 03 50  19  4.1  6.7  0.01 99.00  7.51 999 1016.8  -2.3 999.0 999.0 99.0 99.00
2013 03 11 04 50  18  4.1  6.3  0.01 99.00  7.98 999 1016.1  -2.5 999.0 999.0 99.0 99.00
2013 03 11 05 50  19  4.0  8.2  0.01 99.00  7.65 999 1015.0  -2.5 999.0 999.0 99.0 99.00
2013 03 11 06 50  13  3.9  6.0  0.01 99.00  8.14 999 1014.4  -2.9 999.0 999.0 99.0 99.00
2013 03 11 07 50  11  3.8  6.1  0.01 99.00  7.59 999 1014.2  -3.2 999.0 999.0 99.0 99.00
2013 03 11 08 50  13  4.1  6.0  0.01 99.00  6.99 999 1013.5  -3.3 999.0 999.0 99.0 99.00
2013 03 11 09 50  15  4.0  6.3  0.01 99.00  7.15 999 1012.8  -3.4 999.0 999.0 99.0 99.00
2013 03 11 10 50  14  3.3  5.4  0.01 99.00  8.17 999 1012.4  -3.7 999.0 999.0 99.0 99.00
2013 03 11 11 50  31  2.1  4.4  0.01 99.00  7.90 999 1011.9  -3.7 999.0 999.0 99.0 99.00
2013 03 11 12 50  35  2.0  4.2  0.01 99.00  7.91 999 1011.7  -3.5 999.0 999.0 99.0 99.00
2013 03 11 13 50  31  2.1  4.1  0.01 99.00  8.08 999 1011.7  -3.7 999.0 999.0 99.0 99.00
2013 03 11 14 50  25  2.5  4.9  0.01 99.00  8.28 999 1011.6  -3.5 999.0 999.0 99.0 99.00
2013 03 11 15 50  41  1.9  5.1  0.01 99.00  6.60 999 1011.3  -3.3 999.0 999.0 99.0 99.00
2013 03 11 16 50  58  1.8  3.5  0.01 99.00  7.20 999 1010.9  -2.9 999.0 999.0 99.0 99.00
2013 03 11 17 50 101  1.4  3.1  0.01 99.00  7.37 999 1010.1  -2.2 999.0 999.0 99.0 99.00
2013 03 11 18 50  95  1.4  2.9  0.01 99.00  7.45 999 1009.2  -2.3 999.0 999.0 99.0 99.00
2013 03 11 19 50 138  2.3  4.4 99.00 99.00 99.00 999 1008.6  -2.6 999.0 999.0 99.0 99.00
2013 03 11 20 50 140  1.5  2.8  0.01 99.00  7.49 999 1008.6  -2.5 999.0 999.0 99.0 99.00
2013 03 11 21 50  23  2.0  4.0 99.00 99.00 99.00 999 1008.4  -2.2 999.0 999.0 99.0 99.00
2013 03 11 22 50  16  3.0  5.0  0.01 99.00  7.95 999 1008.7  -2.9 999.0 999.0 99.0 99.00
2013 03 11 23 50   8  2.6  4.6  0.01 99.00  8.41 999 1009.1  -3.3 999.0 999.0 99.0 99.00
2013 03 12 00 50 348  1.4  3.6  0.01 99.00  8.55 999 1009.4  -3.5 999.0 999.0 99.0 99.00
2013 03 12 01 50  13  0.9  2.7  0.01 99.00  7.69 999 1009.2  -3.8 999.0 999.0 99.0 99.00
2013 03 12 02 50 266  1.0  2.5  0.01 99.00  7.86 999 1009.5  -4.1 999.0 999.0 99.0 99.00
2013 03 12 03 50 260  1.1  3.9  0.01 99.00  7.00 999 1009.7  -4.2 999.0 999.0 99.0 99.00
2013 03 12 04 50  40  0.8  3.9  0.01 99.00  8.18 999 1009.4  -4.1 999.0 999.0 99.0 99.00
2013 03 12 05 50  26  1.2  3.7  0.01 99.00  6.68 999 1009.6  -4.2 999.0 999.0 99.0 99.00
2013 03 12 06 50 326  0.5  2.0  0.01 99.00  6.53 999 1009.8  -4.4 999.0 999.0 99.0 99.00
2013 03 12 07 50 180  0.0  0.5  0.01 99.00  7.59 999 1009.9  -4.6 999.0 999.0 99.0 99.00
2013 03 12 08 50  64  0.3  1.5  0.01 99.00  7.89 999 1009.8  -5.0 999.0 999.0 99.0 99.00
2013 03 12 09 50 281  0.2  1.3  0.01 99.00  8.64 999 1010.2  -5.7 999.0 999.0 99.0 99.00
2013 03 12 10 50 254  2.1  3.4  0.01 99.00  8.56 999 1010.5  -5.9 999.0 999.0 99.0 99.00
2013 03 12 11 50 218  0.9  2.4  0.01 99.00  7.13 999 1010.9  -6.4 999.0 999.0 99.0 99.00
2013 03 12 12 50  13  0.7  2.1  0.01 99.00  7.19 999 1011.5  -6.3 999.0 999.0 99.0 99.00
2013 03 12 13 50 350  1.7  4.9  0.01 99.00  7.67 999 1011.9  -6.8 999.0 999.0 99.0 99.00
2013 03 12 14 50 358  3.5  6.7  0.01 99.00  8.05 999 1012.6  -7.2 999.0 999.0 99.0 99.00
2013 03 12 15 50 238  1.1  3.8  0.01 99.00  8.62 999 1012.9  -6.2 999.0 999.0 99.0 99.00
2013 03 12 16 50   1  1.4  5.3  0.01 99.00  7.98 999 1013.6  -4.9 999.0 999.0 99.0 99.00
2013 03 12 17 50   4  3.7  6.2  0.01 99.00  8.89 999 1014.3  -4.4 999.0 999.0 99.0 99.00
2013 03 12 18 50  15  2.5  7.1  0.01 99.00  7.33 999 1014.7  -4.4 999.0 999.0 99.0 99.00
2013 03 12 19 50   2  4.7  9.4  0.01 99.00  8.39 999 1015.2  -4.8 999.0 999.0 99.0 99.00
2013 03 12 20 50   4  5.2  8.6  0.01 99.00  7.30 999 1016.1  -4.8 999.0 999.0 99.0 99.00
2013 03 12 21 50   3  5.1  9.9 99.00 99.00 99.00 999 1017.0  -5.0 999.0 999.0 99.0 99.00
2013 03 12 22 50   2  4.0  6.7  0.01 99.00  8.19 999 1017.8  -4.7 999.0 999.0 99.0 99.00
2013 03 12 23 50   2  2.5  5.1  0.01 99.00  7.47 999 1018.5  -4.9 999.0 999.0 99.0 99.00
2013 03 13 00 50  11  2.5  5.4  0.01 99.00  7.84 999 1019.9  -5.4 999.0 999.0 99.0 99.00
2013 03 13 01 50   4  3.7  7.3  0.01 99.00  6.64 999 1020.5  -5.4 999.0 999.0 99.0 99.00
2013 03 13 02 50   1  5.1  9.5  0.01 99.00  7.19 999 1020.7  -5.3 999.0 999.0 99.0 99.00
2013 03 13 03 50   5  4.1  8.4  0.01 99.00  7.63 999 1021.3  -5.7 999.0 999.0 99.0 99.00
2013 03 13 04 50  96  0.9  3.1  0.01 99.00  7.08 999 1022.2  -6.3 999.0 999.0 99.0 99.00
2013 03 13 05 50 322  0.3  2.0  0.01 99.00  7.69 999 1022.5  -6.8 999.0 999.0 99.0 99.00
2013 03 13 06 50   7  1.4  3.9  0.01 99.00  7.90 999 1022.9  -7.0 999.0 999.0 99.0 99.00
2013 03 13 07 50  11  1.7  5.0 99.00 99.00 99.00 999 1023.6  -7.4 999.0 999.0 99.0 99.00
2013 03 13 08 50   1  3.4  6.3  0.01 99.00  8.62 999 1024.0  -7.6 999.0 999.0 99.0 99.00
2013 03 13 09 50  10  2.0  5.7  0.01 99.00  7.31 999 1024.8  -8.5 999.0 999.0 99.0 99.00
2013 03 13 10 50  14  1.5  5.8  0.01 99.00  6.53 999 1025.8  -8.8 999.0 999.0 99.0 99.00
2013 03 13 11 50  71  0.4  1.7  0.01 99.00  8.24 999 1026.5  -9.9 999.0 999.0 99.0 99.00
2013 03 13 12 50  22  0.7  2.4  0.01 99.00  6.64 999 1026.9 -10.0 999.0 999.0 99.0 99.00
2013 03 13 13 50  31  0.6  2.3  0.01 99.00  6.95 999 1027.7  -8.9 999.0 999.0 99.0 99.00
2013 03 13 14 50 331  2.5  3.6  0.01 99.00  7.17 999 1028.5  -7.5 999.0 999.0 99.0 99.00
2013 03 13 15 50 217  1.5  3.5 99.00 99.00 99.00 999 1028.4  -6.9 999.0 999.0 99.0 99.00
2013 03 13 16 50 194  2.1  3.2  0.01 99.00  8.23 999 1028.2  -5.0 999.0 999.0 99.0 99.00
2013 03 13 17 50 204  2.9  4.1  0.01 99.00  8.12 999 1027.7  -2.9 999.0 999.0 99.0 99.00
2013 03 13 18 50 336  1.7  3.7  0.01 99.00  8.48 999 1027.3  -0.8 999.0 999.0 99.0 99.00
2013 03 13 19 50 251  1.4  3.3  0.01 99.00  8.00 999 1026.4   0.5 999.0 999.0 99.0 99.00
2013 03 13 20 50 268  3.4  6.3  0.01 99.00  8.18 999 1026.1   0.4 999.0 999.0 99.0 99.00
2013 03 13 21 50 274  1.8  3.7  0.01 99.00  7.18 999 1025.7   1.2 999.0 999.0 99.0 99.00
2013 03 13 22 50 267  2.2  3.8  0.01 99.00  6.89 999 1025.4   1.3 999.0 999.0 99.0 99.00
2013 03 13 23 50 271  1.4  2.1  0.01 99.00  7.14 999 1025.4   0.0 999.0 999.0 99.0 99.00
2013 03 14 00 50 229  1.4  2.6  0.01 99.00  8.03 999 1025.5  -3.1 999.0 999.0 99.0 99.00
2013 03 14 01 50 243  0.9  2.3  0.01 99.00  7.97 999 1025.6  -3.4 999.0 999.0 99.0 99.00
2013 03 14 02 50 216  2.6  5.8  0.01 99.00  7.73 999 1025.1  -2.2 999.0 999.0 99.0 99.00
2013 03 14 03 50 231  0.7  2.4  0.01 99.00  7.30 999 1025.0  -3.1 999.0 999.0 99.0 99.00
2013 03 14 04 50 236  1.9  2.5  0.01 99.00  8.05 999 1025.0  -4.7 999.0 999.0 99.0 99.00
2013 03 14 05 50 180  0.0  0.0  0.01 99.00  8.76 999 1024.9  -7.3 999.0 999.0 99.0 99.00
2013 03 14 06 50 177  0.5  1.1  0.01 99.00  7.06 999 1024.9  -7.9 999.0 999.0 99.0 99.00
2013 03 14 07 50 233  0.5  1.4  0.01 99.00  7.52 999 1024.7  -9.1 999.0 999.0 99.0 99.00
2013 03 14 08 50 173  0.3  1.1  0.01 99.00  7.36 999 1024.1  -9.3 999.0 999.0 99.0 99.00
2013 03 14 09 50 180  0.1  0.2  0.01 99.00  7.28 999 1023.7  -9.3 999.0 999.0 99.0 99.00
2013 03 14 10 50 180  0.0  0.0  0.01 99.00  8.21 999 1023.5  -9.5 999.0 999.0 99.0 99.00
2013 03 14 11 50  40  0.6  1.5  0.01 99.00  7.29 999 1023.7  -8.4 999.0 999.0 99.0 99.00
2013 03 14 12 50  22  0.4  1.3  0.01 99.00  8.53 999 1023.9  -6.5 999.0 999.0 99.0 99.00
2013 03 14 13 50 180  0.0  0.2  0.01 99.00  7.42 999 1023.4  -6.3 999.0 999.0 99.0 99.00
2013 03 14 14 50 223  0.3  0.7  0.01 99.00  6.46 999 1022.4  -6.7 999.0 999.0 99.0 99.00
2013 03 14 15 50 180  2.4  3.5  0.01 99.00  6.59 999 1022.0  -4.5 999.0 999.0 99.0 99.00
2013 03 14 16 50 244  2.4  3.8  0.01 99.00  7.74 999 1020.9  -2.7 999.0 999.0 99.0 99.00
2013 03 14 17 50 234  0.4  1.1  0.01 99.00  8.80 999 1021.8  -0.8 999.0 999.0 99.0 99.00
2013 03 14 18 50 212  1.8  4.1  0.01 99.00  8.28 999 1020.7   0.5 999.0 999.0 99.0 99.00
2013 03 14 19 50 234  1.1  3.5  0.01 99.00  7.45 999 1019.5   1.3 999.0 999.0 99.0 99.00
2013 03 14 20 50 232  3.8  4.9  0.01 99.00  8.48 999 1018.4   1.9 999.0 999.0 99.0 99.00
2013 03 14 21 50 247  0.9  2.1 99.00 99.00 99.00 999 1017.4   3.8 999.0 999.0 99.0 99.00
2013 03 14 22 50 258  1.6  2.5  0.06 99.00  8.27 999 1017.2   4.3 999.0 999.0 99.0 99.00
2013 03 14 23 50 262  1.3  3.0  0.04 99.00  7.34 999 1016.8   3.3 999.0 999.0 99.0 99.00
2013 03 15 00 50 278  0.6  1.4  0.08 99.00  9.23 999 1016.4   2.8 999.0 999.0 99.0 99.00
2013 03 15 01 50 332  0.4  1.3  0.04 99.00  7.40 999 1016.3   2.3 999.0 999.0 99.0 99.00
2013 03 15 02 50 264  1.7  3.2 99.00 99.00 99.00 999 1016.1   1.3 999.0 999.0 99.0 99.00
2013 03 15 03 50 252  1.7  2.4  0.05 99.00  7.82 999 1016.0   0.4 999.0 999.0 99.0 99.00
2013 03 15 04 50 313  0.4  1.3  0.05 99.00  7.82 999 1015.9   0.8 999.0 999.0 99.0 99.00
2013 03 15 05 50 180  0.0  0.0  0.06 99.00  8.21 999 1015.7   0.3 999.0 999.0 99.0 99.00
2013 03 15 06 50  10  0.3  1.1  0.08 99.00  9.80 999 1015.3   0.4 999.0 999.0 99.0 99.00
2013 03 15 07 50 180  0.0  0.2  0.05 99.00  7.98 999 1015.5   1.9 999.0 999.0 99.0 99.00
2013 03 15 08 50 180  0.0  0.4  0.06 99.00  8.54 999 1015.5   1.5 999.0 999.0 99.0 99.00
2013 03 15 09 50 180  0.0  0.5  0.08 99.00  9.46 999 1015.6   1.2 999.0 999.0 99.0 99.00
2013 03 15 10 50 180  0.1  0.6  0.06 99.00  8.31 999 1016.6   0.5 999.0 999.0 99.0 99.00
2013 03 15 11 50 180  0.0  0.6 99.00 99.00 99.00 999 1017.0   0.0 999.0 999.0 99.0 99.00
2013 03 15 12 50 180  0.0  0.1  0.05 99.00  8.01 999 1017.1  -0.6 999.0 999.0 99.0 99.00
2013 03 15 13 50 180  0.0  0.2  0.05 99.00  8.05 999 1017.6  -1.5 999.0 999.0 99.0 99.00
2013 03 15 14 50 180  0.0  0.1  0.05 99.00  8.07 999 1018.2  -1.3 999.0 999.0 99.0 99.00
2013 03 15 15 50 180  0.0  0.1  0.07 99.00  8.86 999 1018.1  -0.3 999.0 999.0 99.0 99.00
2013 03 15 16 50 180  0.0  0.2  0.05 99.00  8.08 999 1018.0  -0.9 999.0 999.0 99.0 99.00
2013 03 15 17 50 180  0.0  0.2  0.04 99.00  7.36 999 1018.3  -1.9 999.0 999.0 99.0 99.00
2013 03 15 18 50 180  0.0  0.4  0.05 99.00  8.20 999 1017.4  -0.4 999.0 999.0 99.0 99.00
2013 03 15 19 50 180  0.0  0.0  0.05 99.00  7.69 999 1016.9  -1.7 999.0 999.0 99.0 99.00
2013 03 15 20 50 180  0.0  0.0  0.04 99.00  7.08 999 1016.4  -2.5 999.0 999.0 99.0 99.00
2013 03 15 21 50 180  0.0  0.0  0.06 99.00  8.52 999 1016.3  -2.2 999.0 999.0 99.0 99.00
2013 03 15 22 50 180  0.0  0.1  0.04 99.00  7.34 999 1015.9  -3.0 999.0 999.0 99.0 99.00
2013 03 15 23 50 180  0.0  0.2  0.04 99.00  7.10 999 1016.6  -3.7 999.0 999.0 99.0 99.00
2013 03 16 00 50 180  0.0  0.0  0.06 99.00  8.32 999 1016.8  -4.9 999.0 999.0 99.0 99.00
2013 03 16 01 50 180  0.0  0.0  0.08 99.00  9.63 999 1016.9  -5.7 999.0 999.0 99.0 99.00
2013 03 16 02 50 180  0.0  0.0  0.07 99.00  9.06 999 1017.1  -5.6 999.0 999.0 99.0 99.00
2013 03 16 03 50 180  0.0  0.0  0.05 99.00  7.93 999 1017.1  -6.1 999.0 999.0 99.0 99.00
2013 03 16 04 50 180  0.0  0.0  0.04 99.00  7.36 999 1017.1  -6.2 999.0 999.0 99.0 99.00
2013 03 16 05 50 180  0.0  0.0  0.06 99.00  8.33 999 1017.2  -6.3 999.0 999.0 99.0 99.00
2013 03 16 06 50 180  0.0  0.0  0.05 99.00  8.13 999 1017.5  -6.3 999.0 999.0 99.0 99.00
2013 03 16 07 50 180  0.0  0.0  0.08 99.00  9.54 999 1017.8  -6.5 999.0 999.0 99.0 99.00
2013 03 16 08 50 180  0.0  0.0  0.07 99.00  9.30 999 1018.2  -8.0 999.0 999.0 99.0 99.00
2013 03 16 09 50 180  0.0  0.0  0.06 99.00  8.42 999 1018.6  -8.6 999.0 999.0 99.0 99.00
2013 03 16 10 50 180  0.0  0.0  0.05 99.00  8.33 999 1019.2  -9.1 999.0 999.0 99.0 99.00
2013 03 16 11 50 180  0.0  0.0  0.06 99.00  8.30 999 1020.0  -9.8 999.0 999.0 99.0 99.00
2013 03 16 12 50 180  0.0  0.0  0.05 99.00  8.28 999 1020.3 -10.1 999.0 999.0 99.0 99.00
2013 03 16 13 50 354  0.3  3.3  0.06 99.00  8.36 999 1020.7 -10.3 999.0 999.0 99.0 99.00
2013 03 16 14 50  23  0.5  1.8  0.04 99.00  7.58 999 1020.8  -9.9 999.0 999.0 99.0 99.00
2013 03 16 15 50  38  1.1  3.4  0.05 99.00  8.16 999 1020.8  -9.1 999.0 999.0 99.0 99.00
2013 03 16 16 50  40  1.8  3.0  0.06 99.00  8.39 999 1020.7  -8.1 999.0 999.0 99.0 99.00
2013 03 16 17 50  38  1.6  3.2  0.06 99.00  8.29 999 1020.3  -7.2 999.0 999.0 99.0 99.00
2013 03 16 18 50  40  3.1  4.9  0.04 99.00  7.31 999 1020.1  -6.5 999.0 999.0 99.0 99.00
2013 03 16 19 50  37  3.0  5.9  0.08 99.00  9.59 999 1019.8  -5.9 999.0 999.0 99.0 99.00
2013 03 16 20 50  37  3.5  5.7  0.06 99.00  8.32 999 1019.5  -5.9 999.0 999.0 99.0 99.00
2013 03 16 21 50  25  3.0  4.8  0.06 99.00  8.74 999 1019.6  -5.4 999.0 999.0 99.0 99.00
2013 03 16 22 50  62  2.5  5.7  0.07 99.00  9.04 999 1019.5  -5.8 999.0 999.0 99.0 99.00
2013 03 16 23 50  47  2.2  4.5  0.04 99.00  7.27 999 1020.3  -7.1 999.0 999.0 99.0 99.00
2013 03 17 00 50  54  2.1  4.1  0.05 99.00  8.47 999 1021.7  -7.8 999.0 999.0 99.0 99.00
2013 03 17 01 50  86  0.6  3.1  0.06 99.00  8.87 999 1023.5  -9.3 999.0 999.0 99.0 99.00
2013 03 17 02 50 180  0.1  2.4  0.07 99.00  9.30 999 1025.1 -10.3 999.0 999.0 99.0 99.00
2013 03 17 03 50 180  0.0  0.2  0.06 99.00  8.34 999 1025.8 -11.2 999.0 999.0 99.0 99.00
2013 03 17 04 50 180  0.0  0.0  0.07 99.00  8.96 999 1026.3 -12.2 999.0 999.0 99.0 99.00
2013 03 17 05 50 180  0.0  0.5  0.04 99.00  7.25 999 1027.1 -13.2 999.0 999.0 99.0 99.00
